url,domain,page_type,source_platform,channel_group,surface_type,word_count,title,title_length,meta_description_present,h1_count,h2_count,h3_count,image_count,table_count,ul_count,ol_count,faq_heading_present,any_schema_present,faq_schema_present,schema_types,internal_link_count,external_link_count,brand_mentions,brand_density_per_1000_words,numeric_stat_count,year_mentions,last_updated,fact_sentence_count,fact_density_score,bofu_phrase_score,is_client_domain,fetch_status
"https://claremurthy.com/how-to-find-good-newborn-photographer/#:~:text=Summary,I%20get%20for%20my%20investment?",claremurthy.com,blog-article,website,organic-site,organic,3454,How To Find A Good Newborn Photographer | A Buyer’s Guide | A Buyer's Guide,75,true,1,10,8,21,0,27,1,false,true,false,Article|BlogPosting|BreadcrumbList|CommentAction|EntryPoint|ImageObject|ListItem|Organization|Person|PropertyValueSpecification|ReadAction|SearchAction|WebPage|WebSite,2,151,4,1.16,3,1,,12,6.95,9,false,ok
https://www.rebeccadanzenbaker.com/studio-newborn-photography/,rebeccadanzenbaker.com,unknown,website,organic-site,organic,3865,7 Benefits of Studio Newborn Photography vs. Your Home,54,true,1,8,2,56,0,10,0,false,true,false,Article|BreadcrumbList|EntryPoint|ImageObject|ListItem|Organization|Person|PropertyValueSpecification|ReadAction|SearchAction|WebPage|WebSite,1,80,6,1.55,8,11,,15,9.83,5,false,ok
"https://whitneyobrien.com/studio-or-in-home-which-type-of-newborn-photo-session-is-best/#:~:text=Sometimes%20I%20even%20have%20clients,finished%20nursery%20or%20%E2%80%9Cperfect%E2%80%9D%20home",whitneyobrien.com,directory-listing,website,organic-site,organic,5084,Which type of newborn photo session is best - Studio or in-home? - Whitney O'Brien Photography,94,true,1,10,1,28,0,5,0,false,true,false,Article|BreadcrumbList|EntryPoint|ImageObject|ListItem|Organization|Person|PropertyValueSpecification|ReadAction|SearchAction|WebPage|WebSite,0,104,8,1.57,11,9,,16,9.05,5,false,ok
"https://www.jessicadoffing.com/recent-work/should-i-do-a-home-or-studio-newborn-session2912019#:~:text=Should%20I%20Do%20a%20Home,preferences%2C%20and%20stages%20of%20life.",jessicadoffing.com,comparison-page,website,organic-site,organic,1738,Home vs Studio Newborn Session | Austin Newborn Photographer — Jessica Doffing Photography,90,true,1,6,6,16,0,2,0,true,true,false,Article|ImageObject|LocalBusiness|Organization|WebSite,44,4,3,1.73,8,2,,10,17.84,3,false,ok
"https://nataliemariaphoto.com/blog/why-your-newborn-photo-session-should-be-done-at-home-instead-of-a-studio#:~:text=When%20deciding%20between%20a%20home%20and%20studio,Baby%20may%20be%20manipulated%20into%20awkward%20positions",nataliemariaphoto.com,blog-article,website,organic-site,organic,1803,Why Your Newborn Photo Session Should Be Done At Home Instead Of A Studio — Natalie Maria Photography,101,true,1,5,0,13,0,0,0,false,true,false,Article|ImageObject|LocalBusiness|Organization|WebSite,45,11,5,2.77,3,4,2023-02-08,10,11.65,3,false,ok
"https://www.andriafontenot.com/blog//home-vs-studio-newborn-session-lynchburg-va#:~:text=Both%20home%20and%20studio%20newborn,you%20don't%20have%20to.",andriafontenot.com,comparison-page,website,organic-site,organic,3105,Home vs Studio Newborn Session | Lynchburg VA — Lynchburg Newborn Photographer Andria Fontenot Photography,106,true,1,10,0,61,0,0,0,false,true,false,Article|GeoCoordinates|ImageObject|LocalBusiness|Offer|OfferCatalog|OpeningHoursSpecification|Organization|PostalAddress|Service|WebSite,46,29,0,0.0,10,1,,11,11.59,2,false,ok
"https://www.thesnugsessions.com/blog/in-home-vs-studio-newborn-photography#:~:text=The%20difference%20in%20the%20result,is%20about%20preserving%20a%20memory.",thesnugsessions.com,comparison-page,website,organic-site,organic,1875,"In Home vs Studio Newborn Photography, What Is Right For You? — The Snug Sessions",81,true,1,8,0,39,0,4,0,false,true,false,Article|ImageObject|LocalBusiness|Organization|WebSite,37,12,7,3.73,8,0,,8,14.93,2,false,ok
"https://worthcapturing.photography/choosing-between-a-studio-or-in-home-newborn-session/#:~:text=Another%20reason%20for%20choosing%20an,also%20really%20classic%20and%20beautiful.",worthcapturing.photography,unknown,website,organic-site,organic,9639,Choosing Between a Studio or In-Home Newborn Session in Raleigh - Worth Capturing Photography,93,true,1,8,5,23,1,2,0,false,true,false,Article|BreadcrumbList|CommentAction|EntryPoint|ImageObject|ListItem|Organization|Person|PropertyValueSpecification|ReadAction|SearchAction|WebPage|WebSite,13,12,9,0.93,6,4,,8,2.49,4,false,ok
"https://ginnyfilerphotography.com/blog/2025/12/19/studio-vs-in-home-newborn-photos-which-is-right-for-you#:~:text=How%20to%20decide,you%20best%20during%20this%20time.",ginnyfilerphotography.com,comparison-page,website,organic-site,organic,586,"Studio vs In-Home Newborn Photography | Silver Spring, MD Parents’ Guide — Ginny Filer Photography",98,true,2,0,3,30,0,14,0,false,true,false,Article|ImageObject|LocalBusiness|Organization|WebSite,80,16,3,5.12,3,3,2026-01-05,4,20.48,2,false,ok
"https://www.sandracoan.com/sandra-coan-photography-blog/studio-vs-in-home-newborn-photography-in-seattle-which-is-right-for-you#:~:text=Studio%20vs.-,In%2DHome%20Newborn%20Photography%20in%20Seattle:%20Which%20Is%20Right%20for,want%20during%20those%20first%20days.",sandracoan.com,comparison-page,website,organic-site,organic,1061,Studio vs. In-Home Newborn Photography in Seattle: Which Is Right for You?,74,false,1,8,5,14,0,6,0,true,true,false,Article|ImageObject|LocalBusiness|Organization|WebSite,40,24,1,0.94,2,3,2026-03-23,4,9.43,2,false,ok
https://laurendobishphotography.com/newborn-photoshoots-at-home-vs-in-a-studio/,laurendobishphotography.com,comparison-page,website,organic-site,organic,15633,Newborn Photoshoots at Home vs. In a Studio | Lauren Dobish Photography,71,true,1,5,7,52,0,1,0,true,true,false,Article|BreadcrumbList|CommentAction|EntryPoint|ImageObject|ListItem|Organization|Person|ReadAction|SearchAction|WebPage|WebSite,35,26,6,0.38,19,1,,22,4.54,5,false,ok
https://pompyportraits.com/in-home-newborn-photos-vs-studio-newborn-photos/,pompyportraits.com,comparison-page,website,organic-site,organic,12501,Studio vs In Home Newborn Photos - Pros & Cons | Pompy Portraits,64,true,1,5,18,18,0,4,0,false,true,false,BreadcrumbList|EntryPoint|ImageObject|ListItem|Person|PropertyValueSpecification|ReadAction|SearchAction|WebPage|WebSite,44,33,12,0.96,3,4,,6,1.2,5,false,ok
"https://photographybyalyssum.com/lifestyle-vs-studio-newborn/#:~:text=Session%20Time,that%20are%20sentimental%20to%20you.",photographybyalyssum.com,comparison-page,website,organic-site,organic,12982,Choosing Between In-Home & Studio Newborn - photographybyalyssum.com,68,true,1,0,3,34,0,0,0,false,true,false,Article|BreadcrumbList|CommentAction|EntryPoint|ImageObject|ListItem|Person|PropertyValueSpecification|ReadAction|SearchAction|WebPage|WebSite,52,13,12,0.92,2,2,,4,0.77,7,false,ok
"https://www.nycnewbornphotography.com/newborn-photography-in-home-or-in-studio-we-look-at-both-options/#:~:text=Photography%20Style,for%20your%20baby's%20professional%20photos.",nycnewbornphotography.com,blog-article,website,organic-site,organic,3437,Newborn Photography:  Studio or In-Home? » Glow Portraits | NYC Newborn & Maternity Photography,95,true,2,3,2,8,0,8,0,false,false,false,,0,42,0,0.0,4,2,,6,4.95,6,false,ok
"https://mollyhensley.com/2025/12/18/in-home-vs-studio-newborn-photography-greer/#:~:text=Which%20Option%20Is%20Right%20for,may%20be%20the%20better%20fit.",mollyhensley.com,comparison-page,website,organic-site,organic,13311,In-Home vs Studio Newborn Sessions | Greer Newborn Photographer - mollyhensley.com Facebook Copy-color Instagram-color Facebook Copy-color Instagram-color Facebook Copy-color Instagram-color,190,true,1,7,5,14,0,1,0,false,true,false,Article|BreadcrumbList|CommentAction|EntryPoint|ImageObject|ListItem|Organization|Person|PropertyValueSpecification|ReadAction|SearchAction|WebPage|WebSite,39,53,9,0.68,4,3,,5,1.13,4,false,ok
"https://lrgportraits.com/galleries/maternity/#:~:text=Lauren%20from%20LRG%20Portraits%20is%20a%20maternity,album%20design%20*%20Baby's%20first%20year%20memberships",lrgportraits.com,unknown,website,organic-site,organic,4383,Maryland Maternity Photographer | Maternity Portfolio,53,true,1,3,1,17,0,8,0,false,true,false,BreadcrumbList|EntryPoint|ImageObject|ListItem|PropertyValueSpecification|ReadAction|SearchAction|WebPage|WebSite,0,37,11,2.51,12,2,,26,14.37,9,false,ok
"https://marie-elizabethphotography.com/maryland-maternity-photographer/#:~:text=Marie%20is%20a%20maternity%20photographer%20in%20Maryland,or%20velvet%20album**%20*%20**Museum%2Dquality%20wall%20art**",marie-elizabethphotography.com,unknown,website,organic-site,organic,31,GenTech BlockPage,17,false,0,0,0,0,0,0,0,false,false,false,,0,1,0,0.0,0,0,,1,32.26,1,false,ok
https://emilyalyssa.com/maryland-maternity-photographer-chesapeake-bay-beach-maternity-photos/,emilyalyssa.com,unknown,website,organic-site,organic,31,GenTech BlockPage,17,false,0,0,0,0,0,0,0,false,false,false,,0,1,0,0.0,0,0,,1,32.26,1,false,ok
https://nellanunez.com/gallery/maternity-sessions/#:~:text=MATERNITY%20SESSIONS%20%2D%20Marianella%20Nunez%20Photography,nellanunez.com,unknown,website,organic-site,organic,31,GenTech BlockPage,17,false,0,0,0,0,0,0,0,false,false,false,,0,1,0,0.0,0,0,,1,32.26,1,false,ok
https://anakoskaphotography.com/photo/photography/maternity/,anakoskaphotography.com,unknown,website,organic-site,organic,31,GenTech BlockPage,17,false,0,0,0,0,0,0,0,false,false,false,,0,1,0,0.0,0,0,,1,32.26,1,false,ok
"https://www.facebook.com/kingshillstudios/posts/the-best-time-for-maternity-photos-is-usually-between-seven-and-eight-months-pre/1498216308976848/#:~:text=%F0%9F%93%B8%20The%20sweet%20spot%20for,of%20energy%20for%20the%20session!",facebook.com,unknown,facebook,social-community,social,,,,,,,,,,,,,,,,,,,,,,,,,,false,error: HTTPError
"https://www.instagram.com/p/DQ9RKkZkrso/#:~:text=BEST%20MATERNITY%20SHOOT:-,I%20recommend%20taking%20photos%20between%20the%2029%2D34%20weeks%20of,it%20can%20be%20physically%20demanding.",instagram.com,social-post,website,social-community,social,8455,Instagram,9,false,0,0,0,2,0,0,0,false,false,false,,0,0,5,0.59,1,0,,1,0.35,1,false,ok
"https://beccajeanphotography.com/when-to-take-maternity-photos-portland-oregon-photographer/#:~:text=The%20ideal%20time%20to%20schedule,vary%20depending%20on%20your%20body.",beccajeanphotography.com,unknown,website,organic-site,organic,31,GenTech BlockPage,17,false,0,0,0,0,0,0,0,false,false,false,,0,1,0,0.0,0,0,,1,32.26,1,false,ok
"https://www.camillecd.photography/en/blog-1/how-to-choose-your-maternity-photographer-fdzws#:~:text=When%20you%20are%20looking%20for,good%20reputation%20and%20happy%20customers.",camillecd.photography,directory-listing,website,organic-site,organic,2021,How to choose your maternity photographer (Copy) — Camille CD Photography,73,false,1,2,0,11,0,0,0,false,true,false,Article|ImageObject|LocalBusiness|Organization|WebSite,114,20,5,2.47,3,0,,12,11.88,7,false,ok
"https://nestledintimephotography.com/maternity-photography-pricing/#:~:text=A%20minimum%20total%20investment%20(excluding,investment%20with%20us%20is%20$2500.",nestledintimephotography.com,blog-article,website,organic-site,organic,21514,Maternity Photography Pricing - Nestled in Time Photography,59,true,1,5,15,15,0,9,0,true,true,false,BreadcrumbList|EntryPoint|ImageObject|ListItem|Organization|PropertyValueSpecification|ReadAction|SearchAction|WebPage|WebSite,4,53,9,0.42,15,1,,24,3.07,7,false,ok
"https://www.instagram.com/reel/DOgn8kvjp4H/#:~:text=I%20wanted%20to%20show%20you,sarah_thorwarth",instagram.com,social-post,website,social-community,social,8455,Instagram,9,false,0,0,0,2,0,0,0,false,false,false,,0,0,5,0.59,1,0,,1,0.35,1,false,ok
"https://www.instagram.com/p/DCgw7truOuI/#:~:text=If%20you%20get%20newborn%20photos,farmgirlknitting",instagram.com,social-post,website,social-community,social,8455,Instagram,9,false,0,0,0,2,0,0,0,false,false,false,,0,0,5,0.59,1,0,,1,0.35,1,false,ok
"https://www.instagram.com/reel/DR43y5rDpYW/#:~:text=Capturing%20your%20baby's%20tiniest%20details,%23baltimorephotography",instagram.com,social-post,website,social-community,social,8455,Instagram,9,false,0,0,0,2,0,0,0,false,false,false,,0,0,5,0.59,1,0,,1,0.35,1,false,ok
https://chanamirelphotography.com/sitter-sessions/,chanamirelphotography.com,unknown,website,organic-site,organic,1040,Sitter FAQ – Chana Mirel Photography | Baltimore Newborn Photographer,69,false,0,2,0,3,0,8,0,true,false,false,,0,33,4,3.85,2,1,,3,7.69,4,true,ok
https://www.tashasojkaphotography.com/home,tashasojkaphotography.com,directory-listing,website,organic-site,organic,77525,Tasha Sojka Photography | Newborn & Maternity Photographer in Baltimore Maryland,80,true,10,6,0,92,0,6,0,false,false,false,,0,55,1,0.01,54,111,,75,2.84,4,false,ok
"https://anakoskaphotography.com/#:~:text=Ana%20Koska%20is%20a%20professional%20photographer%20in,studio%2C%20outdoors%2C%20or%20a%20combination%20of%20both",anakoskaphotography.com,homepage,website,organic-site,organic,5433,"Newborn and Family Portrait Photographer, Baltimore Maryland | Ana Koska Photography",84,true,0,20,1,28,0,19,0,false,true,false,Article|GeoCoordinates|ImageObject|Organization|Person|Place|PostalAddress|ProfessionalService|SearchAction|WebPage|WebSite,24,101,16,2.94,3,1,,6,2.76,4,false,ok
"https://annecaseyphotography.com/portraits#:~:text=Here's%20some%20information%20about%20portrait%20photographers%20in,a%20combination%20of%20posed%20and%20candid%20portraits",annecaseyphotography.com,unknown,website,organic-site,organic,4007,Baltimore Photographer | Anne Casey Photography,47,true,1,2,5,44,0,0,0,false,false,false,,17,1,6,1.5,3,1,,3,2.5,1,false,ok
https://heartlovephotography.com/sitter-session-all-white-photography-studio/,heartlovephotography.com,unknown,website,organic-site,organic,1538,sitter session | all white photography studio – Heartlove Photography,69,false,1,0,0,2,0,5,0,false,false,false,,1,39,0,0.0,2,2,,3,5.2,0,false,ok
"https://www.rachaelphillipsphotography.co.uk/sitters-session/#:~:text=How%20It%20Works%20%E2%80%93%20Simple%2C%20Fun%20&,grins%2C%20wide%2Deyed%20expressions%2C%20and%20adorable%20moments%20together.",rachaelphillipsphotography.co.uk,unknown,website,organic-site,organic,31,GenTech BlockPage,17,false,0,0,0,0,0,0,0,false,false,false,,0,1,0,0.0,0,0,,1,32.26,1,false,ok
"https://annagracephoto.com/blog/maternity-milk-bath-shoot#:~:text=Maternity%20Milk%20Bath%20Shoot%20%7BTowson,shoot%2C%20because%20why%20not!?",annagracephoto.com,blog-article,website,organic-site,organic,31,GenTech BlockPage,17,false,0,0,0,0,0,0,0,false,false,false,,0,1,0,0.0,0,0,,1,32.26,1,false,ok
"https://sarahmichelephotography.com/baltimore-family-photographer-milk-bath/#:~:text=Sarah%20Michele%20photography%20specializes%20in%20Newborn%2C%20Family%2C,up%20an%20incredible%20session%20for%20you%20or",sarahmichelephotography.com,unknown,website,organic-site,organic,907,Baltimore Family Photographer | Milk bath,41,true,1,1,5,20,1,8,0,false,true,false,Article|BreadcrumbList|CommentAction|EntryPoint|ImageObject|ListItem|Organization|Person|PropertyValueSpecification|ReadAction|SearchAction|WebPage|WebSite,5,55,10,11.03,4,2,2019-08-14,5,16.54,2,false,ok
"https://www.winniebrucephotography.com/families/ashley-hugos-nursing-milk-bath-baltimore-md-baby-photographer/#:~:text=Winnie%20Bruce%20Photography%20is%20a,found%20under%20the%20investment%20tab.",winniebrucephotography.com,unknown,website,organic-site,organic,1523,"Ashley & Hugo's nursing milk bath | Baltimore, MD Baby Photographer - Winnie Bruce Photography",94,false,3,0,0,31,0,3,0,false,true,false,Article|BreadcrumbList|CommentAction|EntryPoint|ImageObject|ListItem|Organization|Person|PropertyValueSpecification|ReadAction|SearchAction|WebPage|WebSite,1,23,7,4.6,3,2,2018-10-30,5,8.54,3,false,ok
"https://marie-elizabethphotography.com/milk-bath-photoshoots-romantic-newborn-photos/#:~:text=If%20milk%20bath%20photoshoots%20weren,with%20a%20full%2Dservice%20experience.",marie-elizabethphotography.com,blog-article,website,organic-site,organic,11571,Milk bath Photoshoots | Romantic Newborn Photos - Marie Elizabeth Photography,77,true,1,6,26,19,0,0,0,false,true,false,BlogPosting|GeoCoordinates|ImageObject|Organization|Person|Place|PostalAddress|WebPage|WebSite,31,24,13,1.12,3,3,,3,0.86,5,false,ok
"https://www.borrowedbluephoto.com/blog/tag/baltimore+milk+bath#:~:text=First%20Birthday%20Cake%20Smash&text=Borrowed%20Blue%20Portrait%20Photography%20photographed,at%20the%20studio%20in%20Hampden.",borrowedbluephoto.com,unknown,website,organic-site,organic,,,,,,,,,,,,,,,,,,,,,,,,,,false,error: URLError
"https://www.lisarobin.com/newborn#:~:text=Outfits%20like%20the%20ones%20shown,to%20stay%20calm%20and%20comfortable.",lisarobin.com,blog-article,website,organic-site,organic,118888,Baltimore Maternity and Newborn Photographer,44,true,1,5,2,64,0,7,0,false,false,false,,0,37,2,0.02,74,104,,108,2.61,5,false,ok
"https://chayabraun.com/#:~:text=What%20sets%20Chaya%20Braun%20Photography,beautiful%20artwork%20on%20their%20walls.",chayabraun.com,homepage,website,organic-site,organic,2268,"Baltimore Newborn Photography, Baby Photographer - Chaya Braun",62,true,2,11,1,18,0,5,0,false,true,false,BreadcrumbList|EntryPoint|GeoCoordinates|ImageObject|ListItem|LocalBusiness|OpeningHoursSpecification|Organization|PostalAddress|PropertyValueSpecification|ReadAction|SearchAction|WebPage|WebSite,3,34,8,3.53,4,3,,17,14.55,7,false,ok
"https://staceygillinphotography.com/stacey-gillin-photography-baltimore-md-newborn-photographer/#:~:text=A%20client%20who%20drove%20with,booking%20your%20session%20with%20her!%E2%80%9D",staceygillinphotography.com,unknown,website,organic-site,organic,5775,Newborn Photographer Near Baltimore,35,true,2,5,0,26,0,8,0,false,true,false,Article|BreadcrumbList|CommentAction|EntryPoint|ImageObject|ListItem|Person|PropertyValueSpecification|ReadAction|SearchAction|WebPage|WebSite,3,44,9,1.56,3,4,2024-05-10,8,3.12,6,false,ok
"https://www.redlotusphotography.com/milk-bath-photos/baby-milk-bath-photos-fruit-and-flower-fun/#:~:text=Milk%20baths%20consist%20of%20warm%20water%2C%20milk%2C,make%20when%20they%20taste%20a%20lemon%E2%80%93so%20cute!",redlotusphotography.com,unknown,website,organic-site,organic,383,Baby Milk Bath Photos | Fruit and Flower Fun! » Red Lotus Photography,69,true,3,0,0,18,0,9,0,false,false,false,,0,66,0,0.0,1,1,,2,13.05,0,false,ok
